225,9,mile high futures,1
225,10,dan darlington fan club newsletter,1
225,11,"king, paul",1
225,12,"rotsler, william",1
225,13,"bell, clare",2
225,13,"simmons, dan",1
228,1,lyonesse,5
228,1,orion shall rise,2
228,1,"robots of dawn, the",3
228,1,startide rising,1
228,1,tea with the black dragon,4
228,5,"nesfa index, 1977-78",2
228,5,"nesfa index, 1982, the",1
228,5,over my shoulder,3
228,6,british airways cities in flight commercial,1
228,6,lucasfilm '83 (whatever),2
228,7,"hartwell, david g.",1
228,8,"di fate, vincent",1
228,8,"lundgren, carl",2
228,9,locus,1
228,10,file 770,1
228,10,instant message,2
228,11,"anderson, claire",2
228,11,"glyer, mike",1
228,12,"eggleton, bob",3
228,12,"hanke-woods, joan",1
228,12,"skinner, courtney",4
228,12,"wood, robin",2
228,13,"brust, s.",3
228,13,"franson, robert",4
228,13,"kelley, james patrick",2
228,13,"macavoy, r. a.",1
316,2,seeking,1
316,6,"day after, the",1
316,8,"pini, wendy",1
316,10,file 770,1
316,11,"glyer, mike",1
316,12,"rotsler, william",1
316,13,"delaney, joseph",5
316,13,"goldstein, lisa",1
316,13,"norwood, warren",2
316,13,"tepper, sheri",3
316,13,"zahn, timothy",4
336,6,return of the jedi,1
385,1,"40,000 in gehenna",3
385,1,cugel's saga,5
385,1,millennium,2
385,1,"nonborn king, the",1
385,1,tea with the black dragon,4
385,3,belling martha,1
385,3,"monkey treatment, the",2
385,5,"high kings, the",1
385,5,"nesfa index, 1982, the",2
385,6,"life & times of noah ward, the",1
385,7,"grant, charles l.",1
385,7,"wollheim, donald a.",2
385,8,"harris, dell",1
385,8,"whelan, michael",2
385,9,locus,1
385,9,shadows of...,3
385,9,thyme,2
385,10,egoboodle,2
385,10,holier than thou,3
385,10,"texas sf inquirer, the",1
385,11,"hlavaty, arthur d.",1
385,11,"ortlieb, marc",2
385,12,"foster, brad",1
385,12,"shiffman, stu",3
385,12,"white, mel",2
385,13,"kennedy, leigh",2
385,13,"macavoy, r. a.",1
416,1,startide rising,1
416,1,"void captain's tale, the",2
416,2,seeking,1
416,6,return of the jedi,1
416,7,"hartwell, david",1
416,8,"lundgren, carl",2
416,8,"whelen, michael",1
416,9,locus,1
416,9,sf chronicle,2
416,10,file 770,1
416,10,instant message,2
416,10,lan's lantern,3
416,11,"anderson, claire",1
416,11,"cowan, mary           (maia)",3
416,11,"glyer, mike",2
416,11,"lazcowski, george",4
416,12,"hanke-woods, joan",2
416,12,"michaels, linda",3
416,12,"shiffman, stu",1
497,1,annals of klepsis,1
497,1,"armageddon rag, the",4
497,1,"void captain's tale, the",3
497,1,welcome chaos,2
497,3,"mind of medea, the",1
497,3,"monkey's bride, the",2
497,4,golden gate,1
497,4,la ronde,3
497,4,slow dancing with jesus,2
497,5,"encyclopedia of sf & f, volume 3, the",1
497,5,"high kings, the",3
497,5,worlds beyond: the art of chesley bonestall,2
497,6,brainstorm,1
497,6,return of the jedi,2
497,6,something wicked this way comes,3
497,7,"carr, terry",2
497,7,"hartwell, david",1
497,7,"wagner, karl edward",3
497,8,"enzenbacher, dale",1
497,8,"gurney, james",3
497,8,"shaw, barclay",2
497,9,whispers,1
497,13,"macavoy, r. a.",1
546,1,"armies of daylight, the",1
546,1,christine,5
546,1,prince ombra,3
546,1,startide rising,2
546,1,tea with the black dragon,4
546,8,"hescox, righard",2
546,8,"reinert, kirk",1
553,1,startide rising,1
553,6,dragon's lair,4
553,6,never say never again,5
553,6,return of the jedi,2
553,6,"right stuff, the",1
553,6,special bulletin,3
553,8,"foglio, phil",1
553,11,"leeper, mark",1
554,10,lincroft sf club notice,1
554,11,"leeper, mark",1
555,6,blue thunder,2
555,6,never say never again,5
555,6,return of the jedi,4
555,6,"right stuff, the",1
555,6,twilight zone: the movie,3
555,8,"foglio, phil",1
555,11,"leeper, mark",1
556,6,krull,4
556,6,never say never again,3
556,6,return of the jedi,2
556,6,"right stuff, the",1
556,6,twilight zone: the movie,5
556,11,"leeper, mark",1
561,1,"armageddon rag, the",5
561,1,"birth of the people's republic of antartica, the",2
561,1,set of wheels,1
561,1,startide rising,4
561,1,tik-tok,3
561,2,"gospel according to gamaliel crucis, the",3
561,2,hardfought,1
561,2,her habiline husband,2
561,2,seeking,4
561,3,and the marlin spoke,1
561,3,blind shemmy,2
561,3,carrion comfort,5
561,3,cicada queen,4
561,3,"taylorsville reconstruction, the",3
561,4,solitario's eyes,1
561,4,spook,3
561,4,wong's lost and found emporium,2
561,5,"dream makers, volume ii",1
561,7,"ferman, edward l.",2
561,7,"hartwell, david",1
561,8,"freas, kelly",3
561,8,"johnson, kevin",1
561,8,"krupowicz, r. j.",5
561,8,"mattingly, david",2
561,8,"shaw, barclay",4
561,10,ornithopter,2
561,10,twll-ddu,1
561,11,"langford, dave",1
561,13,"shepard, lucius",2
561,13,"simmons, dan",1
562,1,hart's hope,2
562,1,lyonesse,5
562,1,startide rising,1
562,1,streetlethal,4
